nom_utilisateur,nom_complet,biographie,external_url,nb_followers,nb_suivis,id_compte,compte_prive,compte_verifie,nb_post,nb_video_posts,url_image_profil,nb_likes_total,nb_comments_total,category_hashtag
ziwu_artemis,YU DING,🧚🏻‍♀️𝓩𝓘𝓦𝓤🧚🏻‍♀️,https://linktr.ee/ziwuartemis,225709,228,56221881774,False,False,172,43,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/324895195_3376438979311937_8626661032766233016_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=e7H3Lui2ez4AX9PFFfa&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfC5wRB5s1Grbb3pqkyEJmIvjfsiFjtCcwIo5nr1R0iwOw&oe=6610449C&_nc_sid=8b3546,6054198,12301,"fashion, fairy, corset, fantasy, fashiondesigner, fashionstyle, fairycore, jewelry, butterfly, art"
forgotten.lockett,𝕱𝖔𝖗𝖌𝖔𝖙𝖙𝖊𝖓 𝕷𝖔𝖈𝖐𝖊𝖙𝖙,"🖤Handmade Alternative Fashion 
🖤Worldwide Free Shipping 🌐 
🖤Custom orders welcome for all sizes 
🖤Made in New Zealand",https://www.forgottenlockett.com/shop,92740,1227,4925361582,False,False,1861,678,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/87646445_645505926224483_6314167421989027840_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=111&_nc_ohc=7pASXf2r_2UAX-ZkD3x&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDI_BuK55teYGuFc4yyjbguepX9hN4hy0mXv4HPx1EDKA&oe=66105DA9&_nc_sid=8b3546,1566112,10412,"fashion, handmade, chokerharness, choker, alternative, forgottenlockett, gothic, alternativefashion, lace, photoshoot"
vesnawedding,СВАДЕБНЫЕ ПЛАТЬЯ  ВЕЧЕРНИЕ ПЛАТЬЯ,"▪️Unique design @katy___vesna 
▪️Own production in St.Petersburg 
▪️Shops Moscow & St. Petersburg
▪️ Worldwide shipping",https://taplink.cc/vesnawedding,628953,4,1332257544,False,False,2958,2072,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/422929536_1827204164388849_3263743611504410608_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=AMM-dajY6CQAX9O4TCS&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAf4Qpt6rTB8Go9Gz0hpSd65t9BfolDZ1iP3PI3YSMnfw&oe=66104A38&_nc_sid=8b3546,21586824,255805,"vesnawedding, платьемечты, вечернееплатьемосква, свадебныйсалонмосква, осенняяраспродажа, купитьплатье, свадебныйсалонспб, купитьплатьеспб, vesna, купитьвечернееплатье"
dario_princiotta,House of Dario Princiotta,"An Italian couturier’s little dollhouse. 
Designer, Corsetmaker & dressmaker.
Read about me on Vogue, click the link below",https://www.vogue.com/article/dario-princiotta-extreme-corsets-italian-designer,52842,706,1523304049,False,False,962,216,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/154607117_497291864994585_2398178778953924843_n.jpg?_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=_xaSR1y9ta8AX_IGizJ&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AfCsckRKIr18R6e4OH9bkO6Ux3RWE-yQ1MfEY7FZ2pl79Q&oe=66105DB7&_nc_sid=1e20d2,1076481,21539,"corset, corsetry, darioprinciotta, handmade, couture, corsetmaking, corsetmaker, waspwaist, fashion, marieantoinette"
stefaniamasalskaya,Стефания,"📸 Снимаю в СПб 
Запись на съемки - в директ🤘",,189,38,59298400648,False,False,9,0,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/341022730_223569527021321_8568436275169267546_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=eNnA3urUpiQAX9Z_xKI&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfB4D8E0-h3g3rFoIUJOF-jD0kzSpdP4vTKSNStV7TLNHQ&oe=66105479&_nc_sid=8b3546,1797,74,"фокусник, иллюзионист, photography, photographer, фотографспб, adawong, residentevil, leagueoflegends, jinx, arcane"
neko.to.mori,♱ NekoToMori ♱ faux fur ears ♱,"♱ Faux Fur Ears & Tails | DM for custom orders
♱ worldwide tracked shipping!
🔻SHOP LINK 🔻",https://nekotomori.com/,56503,3062,46666962004,False,False,1050,85,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/395645246_641882924791508_4663506419349457224_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=k8iztiknWOYAX_Jg939&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfArN5reh57IFKNcWzofqziemKXNDq4SMyu4ZcfsEAMe0g&oe=66106145&_nc_sid=8b3546,1322679,11271,"catears, furears, catgirl, kemonomimi, nekomimi, foxears, nekoears, kittenears, cosplayear, kitsuneears"
moruhiko,MORU SHOP,"- Ears and Tails, hoodie, crop-top
- Email: moruhiko@gmail.com 💌
- Shipping worldwide 
- NO DM 🚫",https://moruhiko.com/,105180,495,25947603975,False,False,1558,79,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-19/410315779_3631440983766004_8138978617489914307_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=104&_nc_ohc=FfpPceXWhnUAX9QuVE_&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAYTiqkW5Ck-8Qh0OhII7j2wEHYl5iePQRlPkGFVfbMNA&oe=661044F6&_nc_sid=8b3546,3189718,40051,"catears, kittenears, kemonomimi, nekomimi, nekoears, handcraft, furears, fauxfrears, cosplay, costumeears"
geeksforge,Geek Forge,"🔘Мастерская крафта
🔘Создание уникальных изделий 
🔘Товары для косплея/коллекционирования
🔘Мелкосерийное производство
🔘Полный цикл прототипирования",https://vk.com/geeksforge,40,16,53371652221,False,False,8,1,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-19/281398610_714269073058534_446359511533779998_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=110&_nc_ohc=UgC52PuF7rIAX9ty24e&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfBVsOEK_95OkVZNPDUFclZ8vUr6lu0tuDR-aA8TnN3k2Q&oe=66104610&_nc_sid=8b3546,42,1,"apexlegends, kunai, apexlegendscommunity, apex, bloodhoundapex, geeksforge, wraithapexlegends, wraithkunai"
jenza_tattoo,Jonathan Dahan •Jenza•,"Based in Tel Aviv @dynamotattootlv 
Mail: Jenzatattoo@gmail.com",,35620,805,8393819192,False,False,172,41,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/403284097_2067790986918564_1268481811918155620_n.jpg?stp=dst-jpg_s320x320&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=X8prqvxgm18AX_7MrP-&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAuMvLKgs6z8pdtDEyYZBBtt8Lftec7jT2pFqicuVEt3g&oe=66106DE1&_nc_sid=8b3546,257560,6664,"geometrictattoo, jenzatattoo, neotribal, ornamentaltattoo, blackwork, dotwork, blkttt, blxckwork, blacktattooart, onlyblackwork"
yowu.chan,Yowu 妖舞,"💖My electronic world of the cute and sweetness.💖
Tag or #yowu to be featured🌈 Tiktok: Yowu.chan
Buy from my website:
👇🏼👇👇🏻👇🏽👇🏾 Now Ship Worldwide!",http://www.yowu.com/,308906,2197,24558642244,False,False,628,172,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-19/82739938_2549690835274680_61528258373484544_n.jpg?_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=xpW6AlX2AjcAX-eLQvI&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AfDGEtAcstTmkeLogq_rUtYJeySgraf5zCWA_fm2w7LapA&oe=66106F7A&_nc_sid=1e20d2,4148130,38461,"yowu, headphones, catearheadphones, headset, kawaiiaesthetic, headphone, softaesthetic, kawaiifashion, yumekawaii, wirelessheadphones"
